title,worldwide_gross,averagerating,numvotes,popularity,domestic_gross,foreign_gross,total_gross
out of the furnace,15434375,6.8,99037,9.139,11300000,4300000.0,15600000.0
ida,15298355,7.4,46819,7.568,3800000,0.0,3800000.0
the vatican tapes,14929184,5.0,14822,7.841,1800000,0.0,1800000.0
a dangerous method,14807531,6.4,93259,10.352,5700000,21800000.0,27500000.0
inherent vice,14772346,6.7,83346,14.244000000000002,8100000,6600000.0,14700000.0
inherent vice,14772346,6.7,83346,14.244000000000002,8100000,6600000.0,14700000.0
khiladi 786,14683763,4.4,5648,1.824,379000,0.0,379000.0
"hello, my name is doris",14662703,6.6,17444,7.802,14400000,0.0,14400000.0
"hello, my name is doris",14662703,6.6,17444,7.802,14400000,0.0,14400000.0
woodlawn,14403703,6.5,6070,5.575,14400000,0.0,14400000.0
woodlawn,14403703,6.5,6070,5.575,14400000,0.0,14400000.0
beginners,14314407,7.2,83770,10.322,5800000,8500000.0,14300000.0
do you believe?,14304931,6.1,6462,5.599,13000000,1400000.0,14400000.0
unsane,14244931,6.4,32049,16.316,7700000,6600000.0,14300000.0
labor day,14189810,6.9,39242,9.258,13400000,6900000.0,20300000.0
le havre,13480196,7.2,18490,5.973,612000,9900000.0,10512000.0
unfinished business,13214051,5.4,29004,8.516,10200000,4200000.0,14400000.0
the sisters brothers,13143056,7.0,32135,13.738,3100000,10000000.0,13100000.0
beautiful boy,13031424,7.3,30368,5.872000000000001,77200,0.0,77200.0
beautiful boy,13031424,7.3,30368,17.409000000000002,77200,0.0,77200.0
"roman j. israel, esq.",12967012,6.4,23632,12.688,12000000,1100000.0,13100000.0
"roman j. israel, esq.",12967012,6.4,23632,12.688,12000000,1100000.0,13100000.0
the green inferno,12931420,5.3,33239,13.67,7200000,0.0,7200000.0
the other side of the door,12905107,3.8,5,9.078,3000000,11300000.0,14300000.0
loving,12898064,7.1,257,8.506,7800000,5200000.0,13000000.0
loving,12898064,7.1,257,8.506,7800000,5200000.0,13000000.0
welcome to marwen,12874922,6.1,8920,22.032,10800000,2100000.0,12900000.0
hot tub time machine 2,12826644,5.1,34444,8.052999999999999,12300000,767000.0,13067000.0
hotel artemis,12758799,6.1,30586,14.585,6700000,6000000.0,12700000.0
people like us,12617472,7.1,39618,9.078,12400000,0.0,12400000.0
bachelorette,12577401,5.3,43131,7.05,448000,11500000.0,11948000.0
the man who knew infinity,12382122,7.2,43575,8.76,3900000,8400000.0,12300000.0
the lunchbox,12231500,7.8,42618,5.888,4200000,0.0,4200000.0
stoker,12034913,6.8,97393,10.738,1700000,10400000.0,12100000.0
a hologram for the king,11846010,6.1,36062,11.055,4200000,0.0,4200000.0
chloe,11831131,6.9,34,8.807,3100000,8600000.0,11700000.0
conviction,11826980,7.2,39771,7.51,6800000,2900000.0,9700000.0
seeking a friend for the end of the world,11766959,6.7,102047,8.092,7100000,2600000.0,9700000.0
can you ever forgive me?,11752387,7.2,29473,17.604,8800000,0.0,8800000.0
dhoom 3,11723620,5.4,40466,6.797999999999999,8000000,80000000.0,88000000.0
dum maaro dum,11633427,6.2,3616,1.491,564000,0.0,564000.0
the sessions,11495204,7.2,39731,6.46,6000000,3100000.0,9100000.0
shut in,11360665,4.7,11030,10.535,6900000,6200000.0,13100000.0
snow flower and the secret fan,11348205,6.1,3429,4.519,1300000,10000000.0,11300000.0
friend request,11310835,4.0,116,2.107,3800000,0.0,3800000.0
friend request,11310835,4.0,116,9.149,3800000,0.0,3800000.0
the florida project,11295324,7.6,72193,11.597,5900000,0.0,5900000.0
frances ha,11262769,7.4,60026,9.42,4099999,0.0,4099999.0
frances ha,11262769,7.4,60026,9.42,4099999,0.0,4099999.0
never let me go,11173718,7.1,130084,10.012,2400000,7000000.0,9400000.0
fun size,11166615,5.4,12926,7.072,9400000,2000000.0,11400000.0
jonah hex,11022696,4.7,51860,13.467,10500000,356000.0,10856000.0
the darkness,10898293,4.4,12435,8.357000000000001,10800000,0.0,10800000.0
we need to talk about kevin,10765283,7.5,123619,11.964,1700000,4300000.0,6000000.0
we need to talk about kevin,10765283,7.5,123619,11.964,1700000,4300000.0,6000000.0
prom,10763183,5.4,14279,6.9110000000000005,10100000,0.0,10100000.0
paterson,10727536,7.4,55285,9.486,2200000,0.0,2200000.0
paterson,10727536,7.4,55285,9.486,2200000,0.0,2200000.0
the apparition,10637281,4.1,18112,7.713999999999999,4900000,4700000.0,9600000.0
the apparition,10637281,4.1,18112,7.912999999999999,4900000,4700000.0,9600000.0
all is lost,10386814,6.9,70888,9.869,6300000,7400000.0,13700000.0
the perfect match,10182050,4.9,3052,6.875,9700000,745000.0,10445000.0
we are your friends,10153415,6.2,32327,10.809,3600000,7500000.0,11100000.0
bernie,10106975,6.8,53765,7.518,9200000,0.0,9200000.0
bernie,10106975,6.8,53765,7.518,9200000,0.0,9200000.0
kin,10096821,8.6,46,23.805,5700000,4300000.0,10000000.0
cyrus,10062896,4.7,944,7.735,7500000,2500000.0,10000000.0
queen of katwe,10055481,7.4,13039,7.564,8900000,1500000.0,10400000.0
ben is back,9633111,6.7,10402,17.273,3700000,0.0,3700000.0
i am not your negro,9617402,7.8,13948,7.026,7100000,0.0,7100000.0
incarnate,9371036,5.3,10217,7.1370000000000005,4800000,1500000.0,6300000.0
on the road,9313302,6.1,37886,8.919,744000,8000000.0,8744000.0
me and earl and the dying girl,9266180,7.8,112627,8.677,6800000,2300000.0,9100000.0
denial,9263940,6.7,16593,9.267,4099999,0.0,4099999.0
denial,9263940,6.7,16593,9.267,4099999,0.0,4099999.0
the collection,8890094,6.1,42256,9.059,6800000,0.0,6800000.0
the collection,8890094,6.1,42256,0.84,6800000,0.0,6800000.0
a most violent year,8846875,7.0,60165,12.271,5700000,6300000.0,12000000.0
a most violent year,8846875,7.0,60165,12.271,5700000,6300000.0,12000000.0
stronger,8786752,7.0,33464,7.836,4200000,4200000.0,8400000.0
macgruber,8629895,5.5,39782,7.666,8500000,797000.0,9297000.0
albert nobbs,8539003,6.7,22213,6.277,3000000,2600000.0,5600000.0
the warrior's way,8514325,6.3,24271,8.259,5700000,5400000.0,11100000.0
danny collins,8465845,7.0,27435,8.933,5600000,5200000.0,10800000.0
casa de mi padre,8446952,5.5,19170,7.691,5900000,2100000.0,8000000.0
chasing mavericks,8300821,7.2,28994,6.546,6000000,600.0,6000600.0
the homesman,8217571,6.6,27724,8.232000000000001,2400000,0.0,2400000.0
animal kingdom,8078683,7.3,51576,10.188,1000000,5700000.0,6700000.0
child 44,8004221,6.5,59477,26.386,1200000,11700000.0,12900000.0
the sweeney,8000366,6.1,18095,6.4,26700,6300000.0,6326700.0
centurion,7885048,6.4,74085,13.548,124000,6700000.0,6824000.0
cedar rapids,7862131,6.3,34759,7.694,6900000,0.0,6900000.0
inside job,7799257,8.3,65304,9.514,4300000,3600000.0,7900000.0
miss sloane,7719630,7.5,52788,12.215,3500000,5600000.0,9100000.0
miss sloane,7719630,7.5,52788,12.215,3500000,5600000.0,9100000.0
the big year,7684524,6.2,39522,7.077000000000001,7200000,244000.0,7444000.0
midnight special,7680250,6.6,67921,8.652999999999999,3700000,2500000.0,6200000.0
the immigrant,7585011,6.6,26618,8.145,2000000,3800000.0,5800000.0
churchill,7582196,6.3,12047,7.692,1300000,0.0,1300000.0
take me home tonight,7576604,6.3,48393,11.321,6900000,0.0,6900000.0
the babadook,7482387,6.8,171411,11.502,964000,9300000.0,10264000.0
compadres,7445044,4.7,876,1.927,3100000,0.0,3100000.0
the young messiah,7313697,5.6,2882,5.531000000000001,6500000,0.0,6500000.0
morgan,7298786,6.8,1232,1.111,3900000,4900000.0,8800000.0
morgan,7298786,6.8,1232,9.912,3900000,4900000.0,8800000.0
black nativity,7285135,4.6,1901,1.779,7000000,436000.0,7436000.0
genius,7265283,6.6,15611,9.417,1400000,4300000.0,5700000.0
suspiria,7034615,6.8,37360,16.925,2500000,5400000.0,7900000.0
the spectacular now,6916951,7.1,133887,13.679,6900000,0.0,6900000.0
tulip fever,6792768,6.2,15037,9.89,2500000,5900000.0,8400000.0
just getting started,6756412,4.4,4829,8.459,6100000,1600000.0,7700000.0
just getting started,6756412,4.4,4829,8.459,6100000,1600000.0,7700000.0
kill the messenger,6656705,7.0,41231,10.062,2500000,0.0,2500000.0
testament of youth,6646669,7.3,23632,9.251,1800000,0.0,1800000.0
it's kind of a funny story,6632950,7.1,125583,10.01,6400000,128000.0,6528000.0
bleed for this,6603926,6.8,21946,8.258,5100000,0.0,5100000.0
bleed for this,6603926,6.8,21946,8.258,5100000,0.0,5100000.0
wish i was here,6591365,6.7,34907,7.845,3600000,1900000.0,5500000.0
trash,6553186,7.2,18690,0.6,17500,4800000.0,4817500.0
trash,6553186,7.2,18690,7.178999999999999,17500,4800000.0,4817500.0
attack the block,6459183,6.7,93868,9.612,1000000,4800000.0,5800000.0
knock knock,6328516,4.9,68328,17.867,36300,0.0,36300.0
rabbit hole,6205034,7.0,45357,9.389,2200000,2900000.0,5100000.0
the fifth estate,6154172,6.2,36392,6.611000000000001,3300000,5300000.0,8600000.0
dylan dog: dead of night,6093725,5.1,14120,7.507999999999999,1200000,3400000.0,4600000.0
gotti,6089100,4.8,10358,10.034,4300000,0.0,4300000.0
samsara,5966671,8.5,29725,6.015,2700000,0.0,2700000.0
the devil's double,5965646,7.1,58342,7.505,1400000,0.0,1400000.0
all saints,5941994,6.0,1220,4.042,5800000,140000.0,5940000.0
20 feet from stardom,5892466,7.4,11312,7.866,4900000,0.0,4900000.0
swiss army man,5837111,7.0,91736,10.0,4200000,0.0,4200000.0
jab tak hai jaan,5806666,6.8,48364,7.701,3000000,0.0,3000000.0
the skeleton twins,5797192,6.8,36793,10.341,5300000,0.0,5300000.0
won't back down,5745503,6.4,5915,6.14,5300000,0.0,5300000.0
won't back down,5745503,6.4,5915,0.938,5300000,0.0,5300000.0
anomalisa,5706168,7.3,58010,10.285,3800000,1900000.0,5700000.0
anomalisa,5706168,7.3,58010,10.285,3800000,1900000.0,5700000.0
monsters,5639730,6.4,84332,10.175,237000,4000000.0,4237000.0
monsters,5639730,6.4,84332,1.122,237000,4000000.0,4237000.0
mustang,5552584,7.6,30899,7.459,845000,0.0,845000.0
the meddler,5526942,6.3,10629,7.725,4300000,0.0,4300000.0
collide,5466698,5.7,13288,9.035,2300000,2500000.0,4800000.0
martha marcy may marlene,5438911,6.9,45873,9.477,3000000,548000.0,3548000.0
dear white people,5403771,6.1,23321,7.455,4400000,0.0,4400000.0
wild target,5314194,6.8,33915,9.355,109000,3300000.0,3409000.0
the runaways,5278632,6.6,43792,8.19,3600000,1100000.0,4700000.0
the beaver,5046038,6.7,45173,7.357,971000,6300000.0,7271000.0
hands of stone,5031975,6.6,12851,8.17,4700000,0.0,4700000.0
take shelter,4972016,7.4,83200,11.236,1700000,1400000.0,3100000.0
robot & frank,4934356,7.1,59229,7.485,3300000,0.0,3300000.0
"jeff, who lives at home",4708127,6.5,60070,8.821,4300000,148000.0,4448000.0
killer joe,4659110,6.7,67842,13.742,2000000,1700000.0,3700000.0
table 19,4620399,5.8,22751,7.551,3600000,1400000.0,5000000.0
submarine,4581937,7.3,79810,7.412000000000001,468000,397000.0,865000.0
please give,4570178,6.6,10652,5.945,4000000,280000.0,4280000.0
max steel,4563080,4.6,16788,8.88,3800000,2500000.0,6300000.0
max steel,4563080,4.6,16788,8.88,3800000,2500000.0,6300000.0
the wall,4495262,9.2,8,5.577000000000001,1800000,2700000.0,4500000.0
the wall,4495262,9.2,8,8.142000000000001,1800000,2700000.0,4500000.0
only god forgives,4494560,5.7,100318,10.196,779000,9900000.0,10679000.0
safety not guaranteed,4422318,7.0,111907,9.214,4000000,0.0,4000000.0
flipped,4289993,7.7,74937,9.781,1800000,0.0,1800000.0
flipped,4289993,7.7,74937,0.962,1800000,0.0,1800000.0
holy motors,4230426,7.1,36874,5.31,641000,0.0,641000.0
stone,4065020,5.4,38667,8.401,1800000,7700000.0,9500000.0
stone,4065020,5.4,38667,2.84,1800000,7700000.0,9500000.0
the paperboy,4027663,5.8,33940,8.142999999999999,693000,661000.0,1354000.0
there be dragons,4020990,5.8,4326,7.058,1100000,0.0,1100000.0
escobar: paradise lost,3917679,6.5,19419,15.924,196000,3600000.0,3796000.0
green room,3807503,7.0,90773,9.943,3200000,0.0,3200000.0
green room,3807503,7.0,90773,9.943,3200000,0.0,3200000.0
free fire,3793739,6.4,35954,12.116,1800000,0.0,1800000.0
jane got a gun,3771345,5.9,19051,8.825,1500000,0.0,1500000.0
like crazy,3728400,6.7,55841,10.091,3400000,336000.0,3736000.0
by the sea,3727746,5.3,16206,6.471,538000,2800000.0,3338000.0
machine gun preacher,3721988,6.8,60074,9.12,539000,2800000.0,3339000.0
destroyer,3681096,6.2,13683,17.815,1500000,4000000.0,5500000.0
the killer inside me,3617277,6.1,31727,7.087000000000001,217000,3800000.0,4017000.0
the neon demon,3559803,6.2,72359,11.787,1300000,0.0,1300000.0
the joneses,3541565,6.9,87,6.424,1500000,5500000.0,7000000.0
the joneses,3541565,6.9,87,0.634,1500000,5500000.0,7000000.0
the disappointments room,3503761,3.9,8167,6.324,2400000,0.0,2400000.0
veronica mars,3485383,6.8,46751,7.821000000000001,3300000,195000.0,3495000.0
rock the kasbah,3386153,5.5,9587,5.202999999999999,3000000,0.0,3000000.0
rock the kasbah,3386153,5.5,9587,5.202999999999999,3000000,0.0,3000000.0
obvious child,3324070,6.8,21536,8.232000000000001,3100000,0.0,3100000.0
letters to god,3237452,6.3,4443,4.242,2800000,60300.0,2860300.0
rosewater,3185717,6.6,9836,9.019,3100000,0.0,3100000.0
the rover,3180252,6.4,40576,13.528,1100000,2100000.0,3200000.0
your sister's sister,3090593,6.7,24780,7.115,1600000,0.0,1600000.0
the east,3027956,6.8,46804,8.044,2300000,99700.0,2399700.0
blood ties,2923959,6.5,17771,12.003,2800,0.0,2800.0
everything must go,2821010,6.4,45799,7.492999999999999,2700000,0.0,2700000.0
a ghost story,2769782,6.8,46280,11.886,1600000,0.0,1600000.0
american honey,2611750,7.0,31663,8.777999999999999,663000,1200000.0,1863000.0
lean on pete,2455027,7.2,8607,9.307,1200000,0.0,1200000.0
lean on pete,2455027,7.2,8607,9.307,1200000,0.0,1200000.0
four lions,2436111,7.3,66209,9.968,305000,4400000.0,4705000.0
jem and the holograms,2368937,4.1,6683,7.942,2200000,149000.0,2349000.0
jem and the holograms,2368937,4.1,6683,7.942,2200000,149000.0,2349000.0
the diary of a teenage girl,2279959,6.9,27003,9.382,1500000,0.0,1500000.0
casino jack,2272186,6.2,16191,9.432,1000000,40700.0,1040700.0
coriolanus,2179623,6.1,29654,8.016,757000,315000.0,1072000.0
another earth,2102779,7.0,85839,10.03,1300000,456000.0,1756000.0
locke,2088390,7.1,120703,9.128,1400000,0.0,1400000.0
playing for keeps,2000000,5.7,27389,7.778,13100000,0.0,13100000.0
the art of getting by,1989035,6.6,53682,8.695,1400000,0.0,1400000.0
red state,1983596,6.2,59266,7.816,1100000,0.0,1100000.0
the christmas candle,1933829,6.2,1538,1.4,2300000,0.0,2300000.0
tusk,1887554,5.3,40827,8.655,1800000,0.0,1800000.0
a better life,1884251,7.2,14602,5.885,1800000,0.0,1800000.0
a better life,1884251,7.2,14602,0.6,1800000,0.0,1800000.0
meek's cutoff,1869928,6.6,10439,7.309,978000,0.0,978000.0
dom hemingway,1857458,6.2,24557,7.254,524000,0.0,524000.0
freeheld,1732228,6.5,10534,7.313,573000,0.0,573000.0
patti cake$,1471090,6.7,8581,6.934,800000,682000.0,1482000.0
mandy,1427656,4.1,39,0.6,1200000,0.0,1200000.0
mandy,1427656,4.1,39,16.24,1200000,0.0,1200000.0
damsels in distress,1324299,5.7,8794,6.625,1000000,0.0,1000000.0
i spit on your grave,1278471,6.3,68592,13.102,93100,480000.0,573100.0
the future,1239174,6.2,7648,3.836,569000,0.0,569000.0
the future,1239174,6.2,7648,2.336,569000,0.0,569000.0
blackthorn,1217307,6.6,8553,7.547999999999999,201000,423000.0,624000.0
darling companion,1200346,5.1,3085,4.656000000000001,794000,0.0,794000.0
anna,1200000,6.5,19733,1.463,4300,0.0,4300.0
the face of love,1158877,6.2,4710,5.519,350000,0.0,350000.0
palo alto,1156309,6.2,25402,7.262,768000,0.0,768000.0
palo alto,1156309,6.2,25402,7.262,768000,0.0,768000.0
the son of no one,1148578,5.1,15743,7.586,30700,0.0,30700.0
a little bit of heaven,1100287,6.3,26441,7.87,15400,1300000.0,1315400.0
ain't them bodies saints,1075009,6.4,19464,8.166,397000,635000.0,1032000.0
maggie,1027760,5.6,38671,13.0,187000,0.0,187000.0
the innkeepers,1011535,5.5,31089,8.494,78400,0.0,78400.0
another happy day,978527,6.0,3793,5.473,8500,347000.0,355500.0
circumstance,958978,5.9,7055,2.86,454000,0.0,454000.0
jimi: all is by my side,927074,5.7,5726,6.461,341000,0.0,341000.0
believe,890303,5.7,695,1.327,6200000,0.0,6200000.0
believe,890303,5.7,695,1.536,6200000,0.0,6200000.0
all good things,873617,6.3,49684,7.871,582000,62500.0,644500.0
two night stand,868081,6.4,60510,9.191,18600,0.0,18600.0
i origins,852399,7.4,104718,8.459,336000,0.0,336000.0
higher ground,842693,6.3,2869,4.545,842000,0.0,842000.0
hobo with a shotgun,834953,6.1,41633,8.844,703000,0.0,703000.0
compliance,830700,6.4,28703,6.93,319000,0.0,319000.0
manglehorn,797439,5.6,6564,7.661,143000,0.0,143000.0
the d train,772366,5.0,10066,0.6,673000,102000.0,775000.0
the d train,772366,5.0,10066,6.465,673000,102000.0,775000.0
the square,740932,8.1,7998,5.596,1500000,0.0,1500000.0
the square,740932,8.1,7998,9.396,1500000,0.0,1500000.0
rubber,680914,5.8,31316,8.318999999999999,100000,0.0,100000.0
rubber,680914,5.8,31316,8.318999999999999,100000,0.0,100000.0
stake land,679482,6.5,38749,8.799,33200,0.0,33200.0
bilal: a new breed of hero,648599,8.0,16854,2.707,491000,1700000.0,2191000.0
margaret,623292,6.5,14708,8.747,46500,0.0,46500.0
desert dancer,596335,6.2,1653,1.508,155000,0.0,155000.0
super,593933,6.8,70604,11.36,328000,0.0,328000.0
rudderless,567219,7.5,16303,8.03,58300,0.0,58300.0
the reluctant fundamentalist,528731,6.9,12511,7.46,553000,0.0,553000.0
in the land of blood and honey,509193,4.4,32776,5.099,304000,0.0,304000.0
the extra man,492108,5.9,4580,5.056,453000,4500.0,457500.0
before we go,483938,6.8,45181,8.232999999999999,37200,0.0,37200.0
kill list,462206,6.4,32807,7.0360000000000005,29100,143000.0,172100.0
song one,437089,5.8,8559,6.206,32299,0.0,32299.0
song one,437089,5.8,8559,6.206,32299,0.0,32299.0
sound of my voice,429448,6.6,19387,7.212000000000001,408000,0.0,408000.0
tiny furniture,424149,6.2,13397,6.695,392000,0.0,392000.0
hesher,382946,7.0,48483,7.14,383000,0.0,383000.0
welcome to the rileys,355919,7.0,22210,8.347999999999999,159000,158000.0,317000.0
the invitation,354836,6.7,70213,10.424,232000,0.0,232000.0
city of ghosts,325491,7.4,2925,4.341,128000,100000.0,228000.0
the tempest,277943,5.4,7073,6.3,278000,68700.0,346700.0
high school,248133,5.8,7060,5.7620000000000005,139000,0.0,139000.0
high school,248133,5.8,7060,5.7620000000000005,139000,0.0,139000.0
brighton rock,229653,5.7,5784,4.749,230000,1600000.0,1830000.0
freakonomics,172867,6.4,6466,5.705,101000,16400.0,117400.0
the last godfather,164247,3.7,1071,1.4,164000,16600000.0,16764000.0
strangerland,161097,5.2,7999,5.91,17500,0.0,17500.0
camp x-ray,101053,6.9,36700,15.237,13300,0.0,13300.0
wolves,94953,5.3,7312,8.627,12100,0.0,12100.0
wolves,94953,5.3,7312,4.27,12100,0.0,12100.0
wolves,94953,5.3,7312,4.27,12100,0.0,12100.0
5 days of war,87793,5.6,13089,8.689,17500,0.0,17500.0
the canyons,62375,3.8,9838,6.937,56800,0.0,56800.0
13 sins,47552,6.3,29550,10.899,13800,0.0,13800.0
jackpot,44452,6.6,2941,0.6,800,1100000.0,1100800.0
jackpot,44452,6.6,2941,2.864,800,1100000.0,1100800.0
the journey,19800,7.9,42,1.893,155000,0.0,155000.0
the first time,17061,6.9,62589,11.25,22800,0.0,22800.0
falcon rising,11774,5.8,6955,10.059,11800,0.0,11800.0
they will have to kill us first,7943,7.3,112,0.6,7500,0.0,7500.0
skin trade,1242,8.8,31,9.362,1200,0.0,1200.0
eden,0,6.7,7709,6.877000000000001,65500,0.0,65500.0
eden,0,6.7,7709,5.372999999999999,65500,0.0,65500.0
eden,0,6.7,7709,0.6,65500,0.0,65500.0
eden,0,6.7,7709,5.372999999999999,65500,0.0,65500.0
eden,0,6.7,7709,3.0610000000000004,65500,0.0,65500.0
eden,0,6.7,7709,5.372999999999999,65500,0.0,65500.0
eden,0,6.7,7709,0.6,65500,0.0,65500.0
point blank,0,6.8,12706,6.021,708000,8500000.0,9208000.0
